"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
"Radio, cellular, and tower equipment installers and repairers",49-2021,Line item,15.0,15.5,0.6,3.7,3.1,1.6,"$57,720",Associate's degree,None,Moderate-term on-the-job training
"Telecommunications equipment installers and repairers, except line installers",49-2022,Line item,215.7,210.1,-5.6,-2.6,3.3,20.9,"$61,470",Postsecondary nondegree award,None,Moderate-term on-the-job training
"Miscellaneous electrical and electronic equipment mechanics, installers, and repairers",49-2090,Summary,250.4,257.3,6.9,2.8,3.8,22.1,"$56,750",Ñ,Ñ,Ñ
Avionics technicians,49-2091,Line item,22.8,23.8,1.0,4.4,Ñ,1.7,"$67,840",Associate's degree,None,None
"Electric motor, power tool, and related repairers",49-2092,Line item,17.9,18.6,0.7,4.1,9.9,1.9,"$46,590",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
"Electrical and electronics installers and repairers, transportation equipment",49-2093,Line item,9.2,9.4,0.2,2.4,Ñ,0.7,"$70,200",Postsecondary nondegree award,None,Long-term on-the-job training
"Electrical and electronics repairers, commercial and industrial equipment",49-2094,Line item,61.2,62.4,1.2,1.9,Ñ,4.3,"$62,010",Postsecondary nondegree award,None,Long-term on-the-job training
"Electrical and electronics repairers, powerhouse, substation, and relay",49-2095,Line item,23.0,22.2,-0.7,-3.2,Ñ,1.5,"$85,340",Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
"Electronic equipment installers and repairers, motor vehicles",49-2096,Line item,10.4,8.0,-2.4,-23.2,Ñ,0.7,"$39,570",High school diploma or equivalent,None,Moderate-term on-the-job training
Audiovisual equipment installers and repairers,49-2097,Line item,29.7,28.8,-0.8,-2.8,12.9,2.6,"$41,460",Postsecondary nondegree award,None,Short-term on-the-job training
Security and fire alarm systems installers,49-2098,Line item,76.3,84.1,7.8,10.3,5.0,8.8,"$50,940",High school diploma or equivalent,None,Moderate-term on-the-job training
"Vehicle and mobile equipment mechanics, installers, and repairers",49-3000,Summary,"1,793.5","1,793.0",-0.5,0.0,7.6,155.4,"$46,530",Ñ,Ñ,Ñ
Aircraft mechanics and service technicians,49-3011,Line item,137.2,143.5,6.3,4.6,0.3,11.2,"$66,440",Postsecondary nondegree award,None,None
Automotive technicians and repairers,49-3020,Summary,936.3,912.8,-23.4,-2.5,11.8,77.5,"$44,080",Ñ,Ñ,Ñ
Automotive body and related repairers,49-3021,Line item,155.5,159.9,4.4,2.9,6.4,13.6,"$45,350",High school diploma or equivalent,None,Long-term on-the-job training
Automotive glass installers and repairers,49-3022,Line item,24.3,24.2,-0.1,-0.4,19.2,2.2,"$37,710",High school diploma or equivalent,None,Moderate-term on-the-job training
Automotive service technicians and mechanics,49-3023,Line item,756.6,728.8,-27.8,-3.7,12.6,61.7,"$44,050",Postsecondary nondegree award,None,Short-term on-the-job training
Bus and truck mechanics and diesel engine specialists,49-3031,Line item,281.3,290.8,9.6,3.4,4.1,24.5,"$50,200",High school diploma or equivalent,None,Long-term on-the-job training
Heavy vehicle and mobile equipment service technicians and mechanics,49-3040,Summary,218.1,218.9,0.9,0.4,2.5,19.4,"$53,370",Ñ,Ñ,Ñ
Farm equipment mechanics and service technicians,49-3041,Line item,40.8,41.3,0.5,1.3,2.5,3.7,"$43,880",High school diploma or equivalent,None,Long-term on-the-job training
"Mobile heavy equipment mechanics, except engines",49-3042,Line item,152.9,154.0,1.1,0.7,2.4,13.7,"$55,350",High school diploma or equivalent,None,Long-term on-the-job training
Rail car repairers,49-3043,Line item,24.3,23.5,-0.8,-3.2,2.7,2.0,"$57,710",High school diploma or equivalent,None,Long-term on-the-job training
Small engine mechanics,49-3050,Summary,78.1,80.3,2.2,2.8,8.5,7.7,"$39,020",Ñ,Ñ,Ñ
Motorboat mechanics and service technicians,49-3051,Line item,25.7,25.9,0.2,0.8,8.5,2.5,"$43,320",High school diploma or equivalent,None,Long-term on-the-job training
Motorcycle mechanics,49-3052,Line item,17.4,18.0,0.6,3.5,8.6,1.7,"$38,010",Postsecondary nondegree award,None,Short-term on-the-job training
Outdoor power equipment and other small engine mechanics,49-3053,Line item,35.0,36.3,1.3,3.8,8.5,3.5,"$37,530",High school diploma or equivalent,None,Moderate-term on-the-job training
"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49-3090,Summary,142.6,146.6,4.1,2.8,1.0,15.2,"$31,010",Ñ,Ñ,Ñ
Bicycle repairers,49-3091,Line item,13.2,13.8,0.6,4.9,1.0,1.4,"$32,630",High school diploma or equivalent,None,Moderate-term on-the-job training
Recreational vehicle service technicians,49-3092,Line item,15.9,16.8,0.8,5.1,1.0,1.8,"$40,520",High school diploma or equivalent,None,Long-term on-the-job training
Tire repairers and changers,49-3093,Line item,113.4,116.0,2.6,2.3,1.0,12.0,"$30,060",High school diploma or equivalent,None,Short-term on-the-job training
"Other installation, maintenance, and repair occupations",49-9000,Summary,"3,242.1","3,401.6",159.5,4.9,2.9,304.1,"$46,290",Ñ,Ñ,Ñ
Control and valve installers and repairers,49-9010,Summary,76.6,77.5,0.9,1.2,0.6,5.8,"$52,560",Ñ,Ñ,Ñ
Mechanical door repairers,49-9011,Line item,23.4,24.3,0.8,3.6,0.7,1.9,"$43,220",High school diploma or equivalent,None,Moderate-term on-the-job training
"Control and valve installers and repairers, except mechanical door",49-9012,Line item,53.1,53.2,0.1,0.2,0.6,4.0,"$60,580",High school diploma or equivalent,None,Moderate-term on-the-job training
"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,Line item,376.8,391.9,15.1,4.0,7.5,34.2,"$50,590",Postsecondary nondegree award,None,Long-term on-the-job training
Home appliance repairers,49-9031,Line item,38.4,35.8,-2.7,-6.9,19.2,3.0,"$41,610",High school diploma or equivalent,None,Moderate-term on-the-job training
"Industrial machinery installation, repair, and maintenance workers",49-9040,Summary,522.2,592.1,70.0,13.4,0.6,51.3,"$54,920",Ñ,Ñ,Ñ
Industrial machinery mechanics,49-9041,Line item,399.4,461.7,62.3,15.6,0.7,40.5,"$55,490",High school diploma or equivalent,None,Long-term on-the-job training
"Maintenance workers, machinery",49-9043,Line item,73.2,77.7,4.5,6.1,Ñ,6.4,"$50,100",High school diploma or equivalent,None,Long-term on-the-job training
Millwrights,49-9044,Line item,48.7,52.1,3.4,6.9,0.3,4.3,"$57,260",High school diploma or equivalent,None,Apprenticeship
"Refractory materials repairers, except brickmasons",49-9045,Line item,0.8,0.7,-0.2,-19.3,Ñ,0.0,"$54,610",High school diploma or equivalent,None,Moderate-term on-the-job training
Line installers and repairers,49-9050,Summary,238.6,238.6,0.0,0.0,1.7,20.7,"$68,030",Ñ,Ñ,Ñ
Electrical power-line installers and repairers,49-9051,Line item,115.0,116.9,2.0,1.7,1.6,8.9,"$75,030",High school diploma or equivalent,None,Long-term on-the-job training
Telecommunications line installers and repairers,49-9052,Line item,123.6,121.6,-2.0,-1.6,1.8,11.8,"$58,870",High school diploma or equivalent,None,Long-term on-the-job training
Precision instrument and equipment repairers,49-9060,Summary,82.4,84.0,1.6,1.9,12.2,7.9,"$50,740",Ñ,Ñ,Ñ
Camera and photographic equipment repairers,49-9061,Line item,4.2,4.3,0.1,2.6,11.2,0.4,"$40,330",High school diploma or equivalent,None,Long-term on-the-job training
Medical equipment repairers,49-9062,Line item,53.9,56.7,2.8,5.1,12.5,5.4,"$51,610",Associate's degree,None,Moderate-term on-the-job training
Musical instrument repairers and tuners,49-9063,Line item,8.9,8.3,-0.6,-7.1,13.3,0.7,"$36,810",High school diploma or equivalent,None,Apprenticeship
Watch and clock repairers,49-9064,Line item,3.2,2.1,-1.0,-32.3,13.3,0.1,"$45,290",High school diploma or equivalent,None,Long-term on-the-job training
"Precision instrument and equipment repairers, all other",49-9069,Line item,12.2,12.6,0.4,3.3,9.9,1.2,"$61,420",High school diploma or equivalent,None,Long-term on-the-job training
"Maintenance and repair workers, general",49-9071,Line item,"1,516.4","1,579.4",63.0,4.2,0.4,139.4,"$40,850",High school diploma or equivalent,None,Moderate-term on-the-job training
Wind turbine service technicians,49-9081,Line item,7.0,11.3,4.3,60.7,13.9,1.3,"$56,230",Postsecondary nondegree award,None,Long-term on-the-job training
"Miscellaneous installation, maintenance, and repair workers",49-9090,Summary,383.8,391.2,7.3,1.9,9.0,40.4,"$39,100",Ñ,Ñ,Ñ
"Coin, vending, and amusement machine servicers and repairers",49-9091,Line item,37.0,36.3,-0.8,-2.0,13.7,3.9,"$37,580",High school diploma or equivalent,None,Short-term on-the-job training
Commercial divers,49-9092,Line item,4.0,4.2,0.2,4.7,13.8,0.4,"$54,800",Postsecondary nondegree award,None,Moderate-term on-the-job training
Locksmiths and safe repairers,49-9094,Line item,21.1,19.5,-1.6,-7.5,16.7,1.7,"$43,690",High school diploma or equivalent,None,Long-term on-the-job training
Manufactured building and mobile home installers,49-9095,Line item,2.9,2.2,-0.6,-22.3,2.2,0.1,"$35,120",High school diploma or equivalent,None,Short-term on-the-job training
Riggers,49-9096,Line item,23.5,24.6,1.1,4.6,1.2,2.1,"$50,850",High school diploma or equivalent,None,Moderate-term on-the-job training
Signal and track switch repairers,49-9097,Line item,6.6,6.5,0.0,-0.7,13.6,0.6,"$76,210",High school diploma or equivalent,None,Moderate-term on-the-job training
"Helpers--installation, maintenance, and repair workers",49-9098,Line item,101.1,105.5,4.4,4.4,Ñ,13.0,"$31,760",High school diploma or equivalent,None,Short-term on-the-job training
"Installation, maintenance, and repair workers, all other",49-9099,Line item,187.7,192.4,4.7,2.5,12.8,18.5,"$42,480",High school diploma or equivalent,None,Moderate-term on-the-job training
Production occupations,51-0000,Summary,"9,447.0","9,023.8",-423.2,-4.5,2.2,886.3,"$37,440",Ñ,Ñ,Ñ
Supervisors of production workers,51-1000,Summary,648.9,646.9,-2.0,-0.3,1.9,56.9,"$62,850",Ñ,Ñ,Ñ
First-line supervisors of production and operating workers,51-1011,Line item,648.9,646.9,-2.0,-0.3,1.9,56.9,"$62,850",High school diploma or equivalent,Less than 5 years,None
Assemblers and fabricators,51-2000,Summary,"1,883.7","1,679.4",-204.3,-10.8,0.7,156.3,"$34,970",Ñ,Ñ,Ñ
"Aircraft structure, surfaces, rigging, and systems assemblers",51-2011,Line item,43.9,36.3,-7.6,-17.4,Ñ,2.6,"$53,160",High school diploma or equivalent,None,Moderate-term on-the-job training
"Electrical, electronics, and electromechanical assemblers",51-2020,Summary,304.6,306.4,1.8,0.6,Ñ,29.8,"$36,460",Ñ,Ñ,Ñ
"Coil winders, tapers, and finishers",51-2021,Line item,13.0,10.5,-2.4,-18.7,Ñ,0.9,"$37,970",High school diploma or equivalent,None,Moderate-term on-the-job training
"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers",51-2028,Line item,291.7,295.9,4.2,1.4,Ñ,28.9,"$36,390",High school diploma or equivalent,None,Moderate-term on-the-job training
Engine and other machine assemblers,51-2031,Line item,45.9,39.0,-7.0,-15.2,Ñ,3.2,"$45,770",High school diploma or equivalent,None,Moderate-term on-the-job training
Structural metal fabricators and fitters,51-2041,Line item,78.5,66.0,-12.5,-16.0,1.3,5.6,"$41,780",High school diploma or equivalent,None,Moderate-term on-the-job training
Fiberglass laminators and fabricators,51-2051,Line item,20.4,19.3,-1.1,-5.3,0.8,1.9,"$36,950",High school diploma or equivalent,None,Moderate-term on-the-job training
Timing device assemblers and adjusters,51-2061,Line item,1.3,1.0,-0.3,-22.3,Ñ,0.1,"$36,170",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous assemblers and fabricators,51-2090,Line item,"1,389.1","1,211.5",-177.6,-12.8,0.8,113.2,"$33,550",High school diploma or equivalent,None,Moderate-term on-the-job training
Food processing workers,51-3000,Summary,832.8,853.0,20.2,2.4,2.0,98.1,"$30,960",Ñ,Ñ,Ñ
Bakers,51-3011,Line item,199.3,209.9,10.6,5.3,6.1,26.0,"$29,400",No formal educational credential,None,Long-term on-the-job training
"Butchers and other meat, poultry, and fish processing workers",51-3020,Summary,374.3,381.9,7.6,2.0,0.3,40.8,"$31,080",Ñ,Ñ,Ñ
Butchers and meat cutters,51-3021,Line item,137.5,139.8,2.3,1.7,0.3,14.9,"$32,900",No formal educational credential,None,Long-term on-the-job training
"Meat, poultry, and fish cutters and trimmers",51-3022,Line item,161.8,164.5,2.7,1.7,0.3,17.5,"$30,190",No formal educational credential,None,Short-term on-the-job training
Slaughterers and meat packers,51-3023,Line item,75.0,77.5,2.5,3.3,0.3,8.3,"$30,710",No formal educational credential,None,Short-term on-the-job training
Miscellaneous food processing workers,51-3090,Summary,259.2,261.3,2.1,0.8,1.4,31.3,"$31,950",Ñ,Ñ,Ñ
"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,Line item,22.1,21.9,-0.2,-0.8,5.8,2.4,"$32,480",No formal educational credential,None,Moderate-term on-the-job training
Food batchmakers,51-3092,Line item,162.5,164.7,2.1,1.3,0.6,20.1,"$32,710",High school diploma or equivalent,None,Moderate-term on-the-job training
Food cooking machine operators and tenders,51-3093,Line item,30.4,30.6,0.2,0.5,Ñ,4.8,"$33,010",High school diploma or equivalent,None,Moderate-term on-the-job training
"Food processing workers, all other",51-3099,Line item,44.2,44.1,-0.1,-0.1,2.9,4.0,"$29,620",No formal educational credential,None,Moderate-term on-the-job training
Metal workers and plastic workers,51-4000,Summary,"1,871.2","1,823.2",-48.0,-2.6,1.8,165.8,"$40,770",Ñ,Ñ,Ñ
"Forming machine setters, operators, and tenders, metal and plastic",51-4020,Summary,126.4,111.1,-15.3,-12.1,Ñ,10.0,"$39,430",Ñ,Ñ,Ñ
"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,Line item,77.4,69.2,-8.2,-10.5,Ñ,6.8,"$37,530",High school diploma or equivalent,None,Moderate-term on-the-job training
"Forging machine setters, operators, and tenders, metal and plastic",51-4022,Line item,16.4,13.0,-3.5,-21.1,Ñ,0.9,"$41,430",High school diploma or equivalent,None,Moderate-term on-the-job training
"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,Line item,32.6,28.9,-3.7,-11.3,Ñ,2.3,"$43,600",High school diploma or equivalent,None,Moderate-term on-the-job training
"Machine tool cutting setters, operators, and tenders, metal and plastic",51-4030,Summary,331.3,300.2,-31.1,-9.4,0.2,26.7,"$37,590",Ñ,Ñ,Ñ
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,Line item,195.7,179.4,-16.3,-8.3,Ñ,16.0,"$36,980",High school diploma or equivalent,None,Moderate-term on-the-job training
"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,Line item,11.2,9.1,-2.1,-19.0,1.9,0.7,"$39,780",High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,Line item,77.1,70.8,-6.3,-8.2,Ñ,6.8,"$36,880",High school diploma or equivalent,None,Moderate-term on-the-job training
"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,Line item,28.2,25.3,-2.9,-10.1,Ñ,2.0,"$41,380",High school diploma or equivalent,None,Moderate-term on-the-job training
"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,Line item,19.2,15.6,-3.6,-18.6,1.9,1.2,"$43,150",High school diploma or equivalent,None,Moderate-term on-the-job training
Machinists,51-4041,Line item,388.1,404.4,16.3,4.2,0.8,38.0,"$45,840",High school diploma or equivalent,None,Long-term on-the-job training
"Metal furnace operators, tenders, pourers, and casters",51-4050,Summary,25.1,24.4,-0.7,-2.8,Ñ,2.0,"$43,000",Ñ,Ñ,Ñ
Metal-refining furnace operators and tenders,51-4051,Line item,17.1,17.1,0.0,0.0,Ñ,1.4,"$44,610",High school diploma or equivalent,None,Moderate-term on-the-job training
"Pourers and casters, metal",51-4052,Line item,8.0,7.3,-0.7,-8.6,Ñ,0.6,"$40,170",High school diploma or equivalent,None,Moderate-term on-the-job training
"Model makers and patternmakers, metal and plastic",51-4060,Summary,7.5,6.9,-0.6,-8.3,1.9,0.6,"$51,650",Ñ,Ñ,Ñ
"Model makers, metal and plastic",51-4061,Line item,4.4,4.1,-0.4,-8.2,1.9,0.3,"$54,780",High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, metal and plastic",51-4062,Line item,3.1,2.8,-0.3,-8.4,1.9,0.2,"$48,160",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,Summary,191.0,173.2,-17.7,-9.3,Ñ,14.0,"$33,560",Ñ,Ñ,Ñ
Foundry mold and coremakers,51-4071,Line item,17.6,16.5,-1.0,-5.8,Ñ,1.4,"$37,140",High school diploma or equivalent,None,Moderate-term on-the-job training
"Molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic",51-4072,Line item,173.4,156.7,-16.7,-9.6,Ñ,12.6,"$33,100",High school diploma or equivalent,None,Moderate-term on-the-job training
"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,Line item,150.5,153.6,3.1,2.1,1.9,14.0,"$37,510",High school diploma or equivalent,None,Moderate-term on-the-job training
Tool and die makers,51-4111,Line item,72.5,68.6,-3.9,-5.4,2.0,6.0,"$54,760",Postsecondary nondegree award,None,Long-term on-the-job training
"Welding, soldering, and brazing workers",51-4120,Summary,476.1,487.2,11.1,2.3,5.1,46.6,"$43,790",Ñ,Ñ,Ñ
"Welders, cutters, solderers, and brazers",51-4121,Line item,438.9,452.5,13.6,3.1,5.1,43.4,"$44,190",High school diploma or equivalent,None,Moderate-term on-the-job training
"Welding, soldering, and brazing machine setters, operators, and tenders",51-4122,Line item,37.2,34.7,-2.5,-6.8,5.2,3.1,"$39,410",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous metal workers and plastic workers,51-4190,Summary,102.6,93.5,-9.1,-8.9,1.6,7.9,"$37,210",Ñ,Ñ,Ñ
"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,Line item,20.1,18.0,-2.1,-10.3,1.9,1.5,"$39,530",High school diploma or equivalent,None,Moderate-term on-the-job training
"Layout workers, metal and plastic",51-4192,Line item,8.5,7.6,-0.9,-10.2,1.6,0.6,"$52,300",High school diploma or equivalent,None,Moderate-term on-the-job training
"Plating machine setters, operators, and tenders, metal and plastic",51-4193,Line item,42.1,38.4,-3.7,-8.8,Ñ,3.0,"$34,850",High school diploma or equivalent,None,Moderate-term on-the-job training
"Tool grinders, filers, and sharpeners",51-4194,Line item,7.1,6.8,-0.3,-4.8,8.8,0.8,"$41,060",High school diploma or equivalent,None,Moderate-term on-the-job training
"Metal workers and plastic workers, all other",51-4199,Line item,24.9,22.7,-2.1,-8.6,1.8,1.9,"$35,520",High school diploma or equivalent,None,Moderate-term on-the-job training
Printing workers,51-5100,Summary,256.8,219.7,-37.1,-14.4,3.2,20.8,"$37,600",Ñ,Ñ,Ñ
Prepress technicians and workers,51-5111,Line item,30.2,24.0,-6.3,-20.7,Ñ,2.5,"$41,410",Postsecondary nondegree award,None,None
Printing press operators,51-5112,Line item,181.4,157.2,-24.2,-13.3,4.5,14.1,"$37,880",High school diploma or equivalent,None,Moderate-term on-the-job training
Print binding and finishing workers,51-5113,Line item,45.2,38.5,-6.7,-14.8,Ñ,4.3,"$34,260",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers",51-6000,Summary,617.8,580.4,-37.4,-6.1,7.8,61.3,"$28,020",Ñ,Ñ,Ñ
Laundry and dry-cleaning workers,51-6011,Line item,215.2,215.6,0.5,0.2,1.7,25.6,"$25,470",No formal educational credential,None,Short-term on-the-job training
"Pressers, textile, garment, and related materials",51-6021,Line item,38.3,31.1,-7.2,-18.9,Ñ,2.9,"$25,580",No formal educational credential,None,Short-term on-the-job training
Sewing machine operators,51-6031,Line item,146.5,132.8,-13.7,-9.3,9.5,12.7,"$28,230",No formal educational credential,None,Short-term on-the-job training
Shoe and leather workers,51-6040,Summary,16.2,14.3,-1.9,-11.7,13.9,1.5,"$30,580",Ñ,Ñ,Ñ
Shoe and leather workers and repairers,51-6041,Line item,10.8,9.7,-1.1,-10.3,19.0,1.0,"$30,550",High school diploma or equivalent,None,Moderate-term on-the-job training
Shoe machine operators and tenders,51-6042,Line item,5.3,4.6,-0.8,-14.5,3.6,0.5,"$30,630",High school diploma or equivalent,None,Short-term on-the-job training
"Tailors, dressmakers, and sewers",51-6050,Summary,44.8,42.6,-2.2,-4.9,36.9,5.1,"$32,120",Ñ,Ñ,Ñ
"Sewers, hand",51-6051,Line item,7.5,6.9,-0.6,-7.9,36.7,0.8,"$30,000",No formal educational credential,None,Moderate-term on-the-job training
"Tailors, dressmakers, and custom sewers",51-6052,Line item,37.3,35.7,-1.6,-4.3,37.0,4.3,"$32,640",No formal educational credential,None,Moderate-term on-the-job training
"Textile machine setters, operators, and tenders",51-6060,Summary,78.0,69.3,-8.6,-11.1,5.2,6.3,"$30,680",Ñ,Ñ,Ñ
Textile bleaching and dyeing machine operators and tenders,51-6061,Line item,9.0,7.9,-1.1,-11.9,3.7,0.9,"$30,260",High school diploma or equivalent,None,Short-term on-the-job training
"Textile cutting machine setters, operators, and tenders",51-6062,Line item,13.1,11.8,-1.4,-10.5,Ñ,0.9,"$29,910",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile knitting and weaving machine setters, operators, and tenders",51-6063,Line item,24.8,21.6,-3.2,-12.8,15.1,2.4,"$31,090",High school diploma or equivalent,None,Short-term on-the-job training
"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,Line item,31.0,28.0,-3.0,-9.7,Ñ,2.2,"$30,890",High school diploma or equivalent,None,Moderate-term on-the-job training
"Miscellaneous textile, apparel, and furnishings workers",51-6090,Summary,79.0,74.7,-4.2,-5.3,9.4,7.2,"$34,720",Ñ,Ñ,Ñ
"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,Line item,19.0,17.8,-1.2,-6.4,3.6,2.0,"$37,160",High school diploma or equivalent,None,Moderate-term on-the-job training
Fabric and apparel patternmakers,51-6092,Line item,6.0,5.4,-0.7,-11.4,3.7,0.6,"$49,680",High school diploma or equivalent,None,Moderate-term on-the-job training
Upholsterers,51-6093,Line item,35.2,33.9,-1.4,-4.0,16.6,2.5,"$36,250",High school diploma or equivalent,None,Moderate-term on-the-job training
"Textile, apparel, and furnishings workers, all other",51-6099,Line item,18.7,17.8,-0.9,-4.9,3.6,2.0,"$28,650",High school diploma or equivalent,None,Short-term on-the-job training
Woodworkers,51-7000,Summary,277.2,267.1,-10.2,-3.7,8.3,26.7,"$33,800",Ñ,Ñ,Ñ
Cabinetmakers and bench carpenters,51-7011,Line item,112.2,108.9,-3.3,-2.9,11.2,9.3,"$36,710",High school diploma or equivalent,None,Moderate-term on-the-job training
Furniture finishers,51-7021,Line item,17.4,16.7,-0.6,-3.7,6.5,1.7,"$32,970",High school diploma or equivalent,None,Short-term on-the-job training
"Model makers and patternmakers, wood",51-7030,Summary,2.1,2.1,0.0,-1.7,42.9,0.2,"$64,240",Ñ,Ñ,Ñ
"Model makers, wood",51-7031,Line item,1.4,1.4,0.0,-0.2,43.0,0.1,"$64,050",High school diploma or equivalent,None,Moderate-term on-the-job training
"Patternmakers, wood",51-7032,Line item,0.7,0.6,0.0,-4.7,42.8,0.1,"$65,120",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders",51-7040,Summary,133.8,128.2,-5.6,-4.2,2.6,14.4,"$31,920",Ñ,Ñ,Ñ
"Sawing machine setters, operators, and tenders, wood",51-7041,Line item,54.5,50.8,-3.8,-6.9,6.3,5.0,"$31,560",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworking machine setters, operators, and tenders, except sawing",51-7042,Line item,79.3,77.4,-1.9,-2.4,0.1,9.3,"$32,160",High school diploma or equivalent,None,Moderate-term on-the-job training
"Woodworkers, all other",51-7099,Line item,11.7,11.1,-0.5,-4.6,41.9,1.1,"$33,630",High school diploma or equivalent,None,Moderate-term on-the-job training
Plant and system operators,51-8000,Summary,311.0,296.4,-14.6,-4.7,Ñ,24.8,"$62,540",Ñ,Ñ,Ñ
"Power plant operators, distributors, and dispatchers",51-8010,Summary,51.7,43.7,-8.1,-15.6,Ñ,3.1,"$89,090",Ñ,Ñ,Ñ
Nuclear power reactor operators,51-8011,Line item,5.3,3.4,-1.9,-35.7,Ñ,0.2,"$104,040",High school diploma or equivalent,None,Long-term on-the-job training
Power distributors and dispatchers,51-8012,Line item,11.2,10.3,-0.9,-7.7,Ñ,0.8,"$95,100",High school diploma or equivalent,None,Long-term on-the-job training
Power plant operators,51-8013,Line item,35.3,30.0,-5.3,-15.1,Ñ,2.1,"$84,650",High school diploma or equivalent,None,Long-term on-the-job training
Stationary engineers and boiler operators,51-8021,Line item,34.4,35.1,0.8,2.2,Ñ,3.5,"$64,680",High school diploma or equivalent,None,Long-term on-the-job training
Water and wastewater treatment plant and system operators,51-8031,Line item,126.4,121.0,-5.4,-4.2,Ñ,9.2,"$49,090",High school diploma or equivalent,None,Long-term on-the-job training
Miscellaneous plant and system operators,51-8090,Summary,98.5,96.5,-1.9,-2.0,Ñ,8.9,"$70,800",Ñ,Ñ,Ñ
Chemical plant and system operators,51-8091,Line item,29.2,28.3,-0.9,-3.1,Ñ,2.6,"$65,960",High school diploma or equivalent,None,Moderate-term on-the-job training
Gas plant operators,51-8092,Line item,14.7,13.9,-0.8,-5.6,Ñ,1.3,"$72,970",High school diploma or equivalent,None,Long-term on-the-job training
"Petroleum pump system operators, refinery operators, and gaugers",51-8093,Line item,41.3,41.1,-0.2,-0.5,Ñ,3.8,"$78,840",High school diploma or equivalent,None,Moderate-term on-the-job training
"Plant and system operators, all other",51-8099,Line item,13.2,13.2,0.0,0.0,Ñ,1.2,"$58,960",High school diploma or equivalent,None,Moderate-term on-the-job training
Other production occupations,51-9000,Summary,"2,747.5","2,657.7",-89.8,-3.3,2.0,275.7,"$37,200",Ñ,Ñ,Ñ
"Chemical processing machine setters, operators, and tenders",51-9010,Summary,141.6,144.9,3.3,2.4,0.3,14.1,"$47,880",Ñ,Ñ,Ñ
Chemical equipment operators and tenders,51-9011,Line item,88.5,90.0,1.5,1.7,0.3,8.7,"$50,510",High school diploma or equivalent,None,Moderate-term on-the-job training
"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",51-9012,Line item,53.1,54.9,1.9,3.5,0.3,5.4,"$43,100",High school diploma or equivalent,None,Moderate-term on-the-job training
"Crushing, grinding, polishing, mixing, and blending workers",51-9020,Summary,192.3,186.2,-6.1,-3.2,0.1,18.7,"$37,860",Ñ,Ñ,Ñ
"Crushing, grinding, and polishing machine setters, operators, and tenders",51-9021,Line item,35.3,33.3,-2.0,-5.7,Ñ,3.3,"$39,370",High school diploma or equivalent,None,Moderate-term on-the-job training
"Grinding and polishing workers, hand",51-9022,Line item,29.0,23.4,-5.6,-19.5,Ñ,2.1,"$31,750",No formal educational credential,None,Moderate-term on-the-job training
"Mixing and blending machine setters, operators, and tenders",51-9023,Line item,128.0,129.5,1.6,1.2,0.1,13.3,"$38,690",High school diploma or equivalent,None,Moderate-term on-the-job training
Cutting workers,51-9030,Summary,69.7,63.9,-5.8,-8.3,2.0,6.3,"$36,320",Ñ,Ñ,Ñ
"Cutters and trimmers, hand",51-9031,Line item,9.8,6.9,-2.9,-29.9,2.0,0.6,"$31,630",No formal educational credential,None,Short-term on-the-job training
"Cutting and slicing machine setters, operators, and tenders",51-9032,Line item,59.8,57.0,-2.9,-4.8,2.0,5.7,"$36,980",High school diploma or equivalent,None,Moderate-term on-the-job training
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,Line item,72.4,70.1,-2.3,-3.1,Ñ,6.8,"$36,560",High school diploma or equivalent,None,Moderate-term on-the-job training
